amount_players;round_result;MO;bank;timee;wkday;coeff
22.0;61.6;1.879;113.56;1716220937.84;1;1.92
21.0;377.53;1.879;377.53;1716220953.21;1;1.03
23.0;-55.09;1.877;479.95;1716220978.78;1;2.4
23.0;106.61;1.878;106.61;1716220994.17;1;1.04
23.0;129.98;1.876;333.9;1716221009.59;1;1.07
24.0;406.07;1.875;406.07;1716221024.07;1;1.0
22.0;95.74;1.873;134.67;1716221045.06;1;1.63
25.0;483.88;1.872;510.29;1716221062.53;1;1.25
25.0;46.02;1.871;311.48;1716221085.07;1;1.94
23.0;62.96;1.871;62.96;1716221099.96;1;1.0
24.0;103.44;1.869;103.44;1716221114.85;1;1.0
21.0;76.22;1.867;76.22;1716221129.72;1;1.0
22.0;158.39;1.866;180.01;1716221146.14;1;1.1
22.0;50.08;1.864;56.71;1716221163.05;1;1.19
24.0;227.32;1.863;227.32;1716221178.45;1;1.05
25.0;25.24;1.861;169.21;1716221201.52;1;2.0
21.0;-83.99;1.861;107.11;1716221252.5;1;3.0
25.0;657.22;1.864;880.56;1716221280.68;1;3.0
24.0;64.37;1.866;100.65;1716221300.65;1;1.46
22.0;-3.36;1.865;120.27;1716221332.85;1;3.0
22.0;-612.4;1.868;302.27;1716221365.58;1;3.0
21.0;-56.58;1.87;57.21;1716221400.32;1;3.0
25.0;57.74;1.872;64.24;1716221415.74;1;1.07
21.0;114.88;1.871;122.85;1716221431.65;1;1.18
24.0;-142.36;1.869;153.46;1716221463.89;1;3.0
25.0;67.29;1.871;68.27;1716221478.8;1;1.07
22.0;156.87;1.87;157.59;1716221493.18;1;1.03
22.0;-8.62;1.868;46.42;1716221524.88;1;3.0
23.0;-234.54;1.87;100.99;1716221576.6;1;3.0
25.0;3.56;1.873;89.94;1716221599.74;1;2.0
19.0;-24.93;1.873;150.74;1716221627.84;1;3.0
24.0;149.86;1.875;149.86;1716221641.72;1;1.0
22.0;52.6;1.873;52.6;1716221656.59;1;1.0
22.0;74.4;1.872;80.04;1716221672.99;1;1.09
24.0;331.25;1.87;331.25;1716221687.88;1;1.01
22.0;53.05;1.869;76.57;1716221704.3;1;1.12
24.0;-82.4;1.867;67.8;1716221759.91;1;3.0
23.0;-50.77;1.869;63.91;1716221799.31;1;3.0
21.0;14.52;1.871;157.89;1716221818.41;1;1.42
22.0;194.07;1.871;214.85;1716221836.47;1;1.32
24.0;-9.24;1.869;134.5;1716221865.12;1;3.0
23.0;-33.2;1.872;57.57;1716221899.43;1;3.0
23.0;200.89;1.874;200.89;1716221913.8;1;1.01
22.0;153.97;1.872;155.9;1716221929.2;1;1.03
21.0;694.13;1.87;711.21;1716221945.1;1;1.12
24.0;97.64;1.869;97.64;1716221960.5;1;1.04
24.0;-264.52;1.867;254.19;1716222010.56;1;3.0
24.0;67.7;1.869;67.7;1716222025.46;1;1.04
21.0;50.67;1.868;69.45;1716222046.95;1;1.8
21.0;-62.52;1.868;118.45;1716222077.12;1;3.0
21.0;-248.47;1.87;162.0;1716222110.85;1;3.0
25.0;152.49;1.872;336.47;1716222125.8;1;1.1
23.0;20.64;1.87;60.26;1716222147.35;1;1.71
21.0;20.49;1.87;149.54;1716222169.37;1;1.79
23.0;314.46;1.87;314.46;1716222184.35;1;1.04
23.0;-147.05;1.868;95.04;1716222244.69;1;3.0
21.0;185.67;1.871;289.54;1716222264.69;1;1.59
24.0;-182.06;1.87;156.42;1716222316.29;1;3.0
22.0;-46.71;1.872;48.66;1716222346.82;1;3.0
21.0;79.55;1.874;79.55;1716222361.68;1;1.0
21.0;-246.08;1.873;110.96;1716222415.43;1;3.0
21.0;18.78;1.875;36.0;1716222436.08;1;1.65
24.0;-344.01;1.874;600.3;1716222484.71;1;3.0
24.0;49.76;1.876;55.8;1716222500.67;1;1.16
23.0;-88.95;1.875;99.28;1716222546.14;1;3.0
25.0;105.53;1.877;180.45;1716222571.77;1;2.34
21.0;62.1;1.878;62.1;1716222586.13;1;1.03
22.0;-32.02;1.876;67.0;1716222614.32;1;2.87
24.0;129.9;1.878;133.48;1716222629.22;1;1.04
24.0;73.9;1.877;145.37;1716222659.9;1;3.0
22.0;76.68;1.879;83.88;1716222674.28;1;1.03
20.0;-76.94;1.877;128.46;1716222718.71;1;3.0
24.0;-90.07;1.881;139.57;1716222747.5;1;3.0
21.0;14.01;1.883;38.1;1716222770.07;1;1.95
21.0;169.16;1.883;169.16;1716222784.99;1;1.0
22.0;-170.33;1.87;404.71;1716225508.59;1;4.77
22.0;-170.33;1.872;404.71;1716225509.05;1;4.77
22.0;-170.33;1.874;404.71;1716225509.7;1;4.77
22.0;-170.33;1.876;404.71;1716225510.16;1;4.77
22.0;-170.33;1.878;404.71;1716225510.67;1;4.77
22.0;-170.33;1.88;404.71;1716225511.13;1;4.77
22.0;0.29;1.882;58.86;1716225551.3;1;2.96
25.0;280.55;1.884;303.76;1716225569.97;1;1.12
22.0;60.53;1.882;72.46;1716225589.35;1;1.81
24.0;44.4;1.882;104.36;1716225621.84;1;4.21
21.0;92.18;1.884;102.06;1716225643.68;1;1.73
21.0;68.82;1.884;68.82;1716225661.9;1;1.0
24.0;459.92;1.882;465.06;1716225688.17;1;1.04
21.0;361.61;1.881;362.46;1716225706.66;1;1.04
23.0;43.69;1.879;53.31;1716225724.97;1;1.58
23.0;-44.86;1.879;45.86;1716225762.15;1;6.96
22.0;-86.41;1.881;83.03;1716225797.31;1;5.06
24.0;-51.07;1.883;73.98;1716225830.04;1;4.16
21.0;109.06;1.884;111.0;1716225848.25;1;1.05
21.0;102.25;1.883;102.25;1716225874.11;1;1.04
22.0;423.54;1.882;423.54;1716225893.12;1;1.0
25.0;325.1;1.88;348.09;1716225911.54;1;1.65
21.0;-3.82;1.88;431.33;1716225929.95;1;1.18
21.0;-1.32;1.879;102.24;1716225954.91;1;2.79
23.0;-5.27;1.88;64.17;1716225978.9;1;2.18
23.0;109.61;1.881;109.61;1716225997.21;1;1.0
21.0;-28.75;1.879;40.33;1716226049.07;1;7.86
21.0;46.8;1.881;48.08;1716226067.45;1;1.05
25.0;49.59;1.88;95.13;1716226089.42;1;2.45
21.0;-280.69;1.881;226.91;1716239194.27;2;5.95
21.0;-280.69;1.883;226.91;1716239194.75;2;5.95
21.0;-280.69;1.884;226.91;1716239195.22;2;5.95
21.0;-280.69;1.886;226.91;1716239195.71;2;5.95
21.0;-280.69;1.888;226.91;1716239196.19;2;5.95
21.0;-280.69;1.89;226.91;1716239196.66;2;5.95
23.0;160.87;1.892;212.89;1716239215.63;2;1.23
16.0;-60.49;1.891;56.75;1716239269.42;2;32.29
23.0;44.78;1.892;65.85;1716239287.97;2;1.12
16.0;28.66;1.891;40.81;1716239325.42;2;2.32
19.0;-36.06;1.892;37.2;1716239377.01;2;19.2
21.0;37.53;1.894;37.53;1716239395.51;2;1.03
18.0;-14.66;1.892;41.71;1716239432.37;2;2.17
19.0;-131.3;1.893;118.61;1716239468.26;2;5.44
25.0;66.79;1.894;66.79;1716239486.75;2;1.0
22.0;72.74;1.893;76.21;1716239514.41;2;1.06
17.0;38.23;1.892;59.57;1716239544.05;2;1.04
22.0;-56.62;1.89;91.32;1716239571.31;2;2.67
23.0;92.87;1.892;108.01;1716239590.47;2;1.46
23.0;112.5;1.891;123.48;1716239609.16;2;1.44
18.0;-88.59;1.89;145.26;1716239634.53;2;2.39
25.0;-471.98;1.891;281.81;1716239663.55;2;3.26
23.0;-44.26;1.893;117.38;1716239690.48;2;2.79
22.0;72.55;1.894;82.16;1716239709.31;2;1.04
24.0;-35.05;1.893;111.92;1716239748.84;2;2.84
17.0;-23.93;1.894;39.63;1716239780.24;2;3.71
22.0;107.73;1.896;107.73;1716239798.94;2;1.0
18.0;-50.2;1.895;39.7;1716239827.34;2;4.05
23.0;-171.25;1.896;246.19;1716239857.22;2;3.37
21.0;42.28;1.898;62.08;1716239879.61;2;1.91
17.0;243.97;1.898;243.97;1716239898.64;2;1.0
22.0;-64.4;1.897;63.91;1716239953.91;2;9.28
22.0;148.88;1.898;206.4;1716239974.49;2;1.6
23.0;242.13;1.898;259.93;1716239993.52;2;1.22
17.0;-3.73;1.897;31.96;1716240017.35;2;2.55
17.0;-71.74;1.898;130.77;1716240079.09;2;42.59
17.0;158.32;1.9;160.53;1716240098.06;2;1.05
22.0;-72.49;1.898;85.07;1716240123.07;2;3.11
23.0;69.71;1.9;76.0;1716240141.93;2;1.34
21.0;-473.19;1.899;195.46;1716240305.08;2;75.31
21.0;-473.19;1.901;195.46;1716240305.58;2;75.31
21.0;-473.19;1.902;195.46;1716240306.11;2;75.31
21.0;-473.19;1.904;195.46;1716240306.6;2;75.31
21.0;-473.19;1.906;195.46;1716240307.14;2;75.31
21.0;-473.19;1.908;195.46;1716240307.64;2;75.31
21.0;139.99;1.909;269.34;1716240353.0;2;14.21
21.0;149.68;1.911;149.68;1716240371.95;2;1.02
17.0;166.21;1.91;184.56;1716240390.81;2;1.87
18.0;-256.86;1.91;30.55;1716240463.84;2;110.78
23.0;37.32;1.911;99.17;1716240490.0;2;2.45
21.0;-258.6;1.912;252.89;1716240522.29;2;4.01
22.0;64.31;1.914;227.59;1716240539.77;2;1.3
22.0;-240.98;1.913;315.49;1716240575.6;2;5.23
19.0;-92.62;1.914;224.2;1716240600.71;2;2.4
22.0;393.08;1.915;393.08;1716240619.98;2;1.07
21.0;28.43;1.914;98.43;1716240639.17;2;1.58
20.0;-27.96;1.913;317.83;1716240681.54;2;11.42
17.0;41.22;1.915;53.68;1716240700.53;2;1.23
18.0;-10.41;1.914;53.97;1716240745.35;2;4.07
23.0;21.93;1.916;136.53;1716240779.19;2;4.67
19.0;85.35;1.917;416.27;1716241310.29;2;1.53
20.0;-32.25;1.917;86.79;1716241350.11;2;7.45
20.0;324.45;1.918;324.45;1716241364.52;2;1.0
19.0;130.42;1.917;167.93;1716241388.07;2;1.94
23.0;-191.4;1.917;196.43;1716241434.55;2;12.44
23.0;59.91;1.919;62.61;1716241449.0;2;1.02
24.0;51.66;1.917;216.3;1716241468.09;2;1.25
20.0;76.69;1.916;133.28;1716241487.78;2;1.73
21.0;96.23;1.916;111.19;1716241507.03;2;1.21
19.0;-27.8;1.915;112.24;1716241532.78;2;3.01
21.0;-11.04;1.916;98.12;1716241562.65;2;3.62
21.0;5.05;1.918;63.86;1716241596.87;2;4.67
16.0;-126.3;1.92;95.76;1716241675.19;2;154.72
18.0;-3199.76;1.921;79.0;1716244735.23;2;3.0
18.0;67.49;1.923;85.48;1716244757.32;2;1.87
20.0;-11.92;1.923;30.66;1716244788.15;2;3.0
21.0;287.4;1.924;298.85;1716244805.83;2;1.26
20.0;39.77;1.923;47.06;1716244821.84;2;1.18
18.0;-117.15;1.922;151.55;1716244859.22;2;3.0
24.0;98.8;1.924;98.8;1716244873.71;2;1.02
21.0;262.33;1.923;262.33;1716244889.24;2;1.04
23.0;142.63;1.921;142.63;1716244903.79;2;1.0
17.0;54.6;1.92;59.22;1716244919.78;2;1.08
18.0;-28.24;1.919;53.51;1716244948.67;2;3.0
18.0;183.85;1.92;183.85;1716244963.64;2;1.0
22.0;178.38;1.919;179.39;1716244979.17;2;1.05
18.0;68.6;1.918;73.74;1716245000.74;2;1.72
20.0;214.91;1.917;250.25;1716245022.37;2;1.86
22.0;-82.4;1.917;136.91;1716245050.68;2;3.0
22.0;90.4;1.919;90.4;1716245065.73;2;1.0
22.0;-111.7;1.918;95.86;1716245100.13;2;3.0
20.0;78.05;1.919;89.75;1716245118.22;2;1.34
17.0;76.98;1.918;77.79;1716245133.23;2;1.04
19.0;-78.68;1.917;300.48;1716245160.95;2;2.81
24.0;55.68;1.918;89.23;1716245184.16;2;1.96
19.0;-60.41;1.918;167.33;1716245213.47;2;3.0
16.0;130.81;1.92;130.81;1716245227.87;2;1.03
18.0;-4.82;1.919;51.54;1716245251.66;2;2.02
16.0;406.37;1.919;406.37;1716245265.59;2;1.0
18.0;9.34;1.917;75.07;1716245289.27;2;1.94
25.0;182.79;1.917;260.47;1716245310.5;2;1.72
21.0;39.83;1.917;61.88;1716245325.54;2;1.08
21.0;129.1;1.916;132.26;1716245341.58;2;1.07
24.0;-33.92;1.915;105.57;1716245376.55;2;3.0
17.0;224.06;1.916;225.42;1716245391.46;2;1.09
22.0;-18.76;1.915;108.53;1716245411.85;2;1.53
25.0;81.83;1.915;81.83;1716245426.84;2;1.03
17.0;-1.3;1.913;46.63;1716245453.16;2;2.54
17.0;67.59;1.914;67.59;1716245467.55;2;1.0
19.0;-153.8;1.913;89.92;1716245510.39;2;3.0
16.0;12.33;1.914;45.28;1716245526.84;2;1.2
21.0;-114.34;1.913;56.97;1716245566.63;2;3.0
23.0;94.15;1.915;244.87;1716245591.78;2;2.42
20.0;84.33;1.915;152.76;1716245608.27;2;1.16
16.0;-32.49;1.914;104.43;1716245630.78;2;1.9
22.0;97.73;1.914;158.31;1716245659.44;2;2.99
22.0;93.04;1.916;103.32;1716245676.4;2;1.23
17.0;163.63;1.915;163.63;1716245690.81;2;1.0
17.0;81.23;1.914;81.23;1716245706.19;2;1.07
23.0;58.88;1.913;58.88;1716245720.66;2;1.02
22.0;73.65;1.911;78.76;1716245737.15;2;1.12
21.0;416.92;1.91;426.22;1716245756.27;2;1.47
21.0;-209.65;1.91;154.9;1716245813.31;2;3.0
20.0;73.52;1.911;73.52;1716245828.23;2;1.05
25.0;177.29;1.91;177.29;1716245842.7;2;1.0
23.0;161.73;1.909;164.42;1716245859.18;2;1.14
20.0;-64.26;1.908;198.26;1716245888.35;2;3.0
23.0;-19.61;1.909;260.92;1716245911.0;2;1.95
21.0;-71.2;1.909;107.47;1716245941.21;2;3.0
18.0;16.76;1.911;41.27;1716245958.21;2;1.21
19.0;11.12;1.91;115.59;1716245981.28;2;2.01
24.0;65.7;1.91;67.19;1716245996.76;2;1.07
17.0;133.3;1.909;329.56;1716246022.82;2;2.62
22.0;29.29;1.91;59.42;1716246042.47;2;1.48
18.0;75.5;1.909;79.1;1716246058.05;2;1.13
19.0;-29.14;1.908;34.03;1716246097.49;2;3.0
17.0;455.93;1.909;457.54;1716246112.56;2;1.08
17.0;34.11;1.908;45.97;1716246130.55;2;1.26
23.0;-348.12;1.908;790.66;1716246194.93;2;3.0
19.0;-35.68;1.909;68.29;1716246226.3;2;3.0
25.0;105.64;1.91;105.64;1716246240.78;2;1.0
17.0;23.67;1.909;23.67;1716246256.25;2;1.03
25.0;7.0;1.908;78.81;1716246281.95;2;2.31
17.0;-31.61;1.909;208.48;1716246303.49;2;1.88
24.0;36.1;1.909;58.28;1716246320.1;2;1.18
23.0;238.85;1.908;238.85;1716246334.67;2;1.01
16.0;-3.94;1.906;24.92;1716246363.36;2;2.92
19.0;32.63;1.908;88.22;1716246383.47;2;1.6
17.0;-15.71;1.907;44.56;1716246414.27;2;3.0
19.0;52.1;1.909;78.22;1716246431.86;2;1.27
19.0;-64.59;1.908;142.4;1716246459.69;2;2.82
18.0;46.51;1.909;52.62;1716246475.69;2;1.1
24.0;17.67;1.908;171.69;1716246496.39;2;1.53
18.0;47.39;1.908;47.39;1716246511.49;2;1.05
23.0;177.15;1.906;231.26;1716246527.53;2;1.16
19.0;-913.12;1.906;55.66;1716246598.4;2;3.0
20.0;294.05;1.907;451.77;1716246612.89;2;1.03
18.0;11.88;1.906;27.08;1716246635.53;2;1.88
16.0;37.76;1.906;37.76;1716246649.49;2;1.0
21.0;24.03;1.905;116.18;1716246671.65;2;1.75
19.0;13.75;1.904;21.07;1716246693.29;2;1.71
16.0;101.47;1.904;153.2;1716246722.04;2;3.0
17.0;110.83;1.906;111.61;1716246736.94;2;1.04
19.0;-20.9;1.904;64.57;1716246766.09;2;3.0
21.0;46.28;1.906;46.28;1716246780.52;2;1.0
20.0;37.02;1.905;81.48;1716246808.19;2;2.73
23.0;-430.93;1.906;471.54;1716246856.2;2;3.0
19.0;-57.51;1.907;39.74;1716246903.11;2;3.0
23.0;145.73;1.909;145.73;1716246917.56;2;1.0
23.0;-201.37;1.907;121.61;1716246990.4;2;3.0
22.0;5.81;1.909;64.89;1716247014.0;2;2.13
19.0;-56.81;1.909;72.08;1716247057.37;2;3.0
22.0;119.38;1.91;154.48;1716247076.86;2;1.49
21.0;-161.79;1.91;131.68;1716247168.83;2;3.0
21.0;-2.61;1.911;56.4;1716247193.47;2;2.4
18.0;37.19;1.912;71.23;1716247213.48;2;1.46
21.0;60.88;1.911;73.4;1716247228.06;2;1.05
22.0;-38.8;1.91;81.87;1716247286.18;2;3.0
17.0;127.66;1.912;142.81;1716247304.15;2;1.32
22.0;175.02;1.911;175.02;1716247319.15;2;1.05
16.0;97.13;1.91;108.62;1716247335.56;2;1.18
17.0;245.74;1.909;252.32;1716247351.97;2;1.1
24.0;74.2;1.908;74.2;1716247366.44;2;1.0
25.0;-56.01;1.907;67.83;1716247407.86;2;3.0
22.0;-435.31;1.908;222.88;1716247449.26;2;3.0
25.0;94.51;1.91;102.63;1716247468.28;2;1.45
17.0;167.39;1.909;177.16;1716247492.83;2;2.26
21.0;62.33;1.909;62.33;1716247507.79;2;1.0
25.0;444.47;1.908;462.03;1716247523.79;2;1.1
17.0;31.71;1.907;40.47;1716247543.27;2;1.46
20.0;-1.45;1.907;48.44;1716247565.33;2;1.83
21.0;-94.61;1.907;86.59;1716247619.33;2;3.0
23.0;78.11;1.908;78.11;1716247633.78;2;1.0
23.0;177.79;1.907;205.33;1716247649.75;2;1.1
18.0;-15.68;1.906;45.83;1716247680.95;2;3.0
20.0;33.03;1.907;39.78;1716247695.9;2;1.04
21.0;74.78;1.906;75.71;1716247711.33;2;1.05
23.0;416.29;1.905;493.91;1716247738.01;2;2.67
16.0;13.28;1.906;31.19;1716247758.5;2;1.57
17.0;-8.5;1.906;46.21;1716247789.68;2;3.0
17.0;152.75;1.907;199.25;1716247828.94;2;3.0
19.0;105.37;1.908;211.3;1716247859.66;2;3.0
20.0;55.87;1.91;60.65;1716247877.15;2;1.2
20.0;239.88;1.909;250.02;1716247892.09;2;1.04
17.0;-98.85;1.908;59.11;1716247927.34;2;3.0
18.0;114.4;1.909;114.4;1716247941.73;2;1.01
23.0;79.22;1.908;79.22;1716247957.16;2;1.04
23.0;-91.85;1.907;70.51;1716248012.75;2;3.0
24.0;65.42;1.908;106.47;1716248034.87;2;1.74
24.0;-2.97;1.908;500.56;1716248053.42;2;1.33
23.0;-6.33;1.907;117.95;1716248080.1;2;2.63
16.0;46.01;1.908;49.88;1716248096.03;2;1.12
16.0;452.03;1.907;452.03;1716248110.91;2;1.04
23.0;28.13;1.906;170.14;1716248129.51;2;1.33
21.0;176.76;1.905;177.62;1716248143.93;2;1.04
18.0;29.27;1.904;64.8;1716248161.94;2;1.29
25.0;50.88;1.903;69.78;1716248180.86;2;1.42
21.0;89.64;1.903;90.5;1716248196.31;2;1.04
22.0;-82.52;1.902;135.73;1716248267.53;2;3.0
17.0;398.36;1.903;398.36;1716248281.92;2;1.01
22.0;-63.46;1.902;55.26;1716248317.75;2;3.0
17.0;114.0;1.903;114.0;1716248332.69;2;1.0
25.0;-253.76;1.902;226.38;1716248367.04;2;3.0
20.0;-22.53;1.904;48.63;1716248397.24;2;3.0
19.0;-29.76;1.905;131.92;1716248420.28;2;2.01
21.0;-209.55;1.905;57.9;1716248476.78;2;3.0
23.0;62.25;1.906;93.82;1716248494.77;2;1.3
24.0;-113.06;1.906;122.85;1716248558.41;2;3.0
21.0;22.98;1.907;99.59;1716248575.87;2;1.28
22.0;182.81;1.906;190.7;1716248591.94;2;1.12
19.0;-552.54;1.905;483.92;1716248654.52;2;3.0
20.0;180.2;1.906;180.2;1716248668.39;2;1.0
23.0;-29.54;1.905;138.17;1716248696.05;2;2.65
16.0;66.67;1.906;349.48;1716248714.98;2;1.41
20.0;79.65;1.906;83.39;1716248731.39;2;1.17
22.0;65.68;1.905;77.76;1716248747.37;2;1.05
19.0;-63.97;1.904;81.22;1716248800.32;2;3.0
22.0;-89.61;1.905;149.95;1716248837.66;2;3.0
24.0;-174.45;1.906;69.97;1716248904.87;2;3.0
24.0;53.57;1.908;76.16;1716248923.4;2;1.45
17.0;-351.3;1.907;376.51;1716248955.56;2;3.0
18.0;178.28;1.908;183.67;1716248971.0;2;1.13
22.0;192.81;1.907;274.07;1716248987.97;2;1.22
17.0;213.23;1.907;246.54;1716249006.93;2;1.44
22.0;30.15;1.906;30.15;1716249021.84;2;1.04
23.0;-16.17;1.905;67.12;1716249052.52;2;3.0
22.0;41.6;1.906;41.6;1716249067.92;2;1.02
18.0;424.87;1.905;424.87;1716249082.83;2;1.0
24.0;148.52;1.904;148.52;1716249097.77;2;1.03
21.0;165.55;1.903;165.55;1716249113.24;2;1.04
20.0;17.45;1.902;24.85;1716249129.21;2;1.15
19.0;-13.2;1.901;54.52;1716249155.86;2;2.6
22.0;33.84;1.902;79.1;1716249175.34;2;1.43
23.0;145.57;1.901;145.57;1716249189.76;2;1.02
22.0;131.49;1.9;131.49;1716249205.19;2;1.03
16.0;-36.28;1.899;50.19;1716249249.5;2;3.0
23.0;-187.0;1.9;108.25;1716249316.73;2;3.0
19.0;36.03;1.902;37.13;1716249331.6;2;1.09
20.0;89.33;1.901;93.76;1716249347.56;2;1.07
24.0;180.43;1.9;185.56;1716249364.02;2;1.2
20.0;-372.02;1.899;418.7;1716249388.15;2;2.11
20.0;20.46;1.899;36.29;1716249411.68;2;2.07
22.0;-373.98;1.9;244.57;1716249444.45;2;3.0
18.0;-31.03;1.901;33.6;1716249495.41;2;3.0
17.0;22.1;1.902;143.34;1716249517.39;2;1.87
21.0;67.17;1.902;67.17;1716249532.31;2;1.04
21.0;21.87;1.901;31.13;1716249550.78;2;1.41
24.0;23.49;1.9;70.66;1716249577.48;2;2.5
25.0;81.24;1.901;117.94;1716249598.6;2;1.72
19.0;29.32;1.901;57.27;1716249617.07;2;1.44
20.0;-169.83;1.9;102.48;1716249667.59;2;3.0
16.0;-18.84;1.902;41.48;1716249696.7;2;3.0
23.0;19.25;1.903;55.1;1716249720.34;2;2.02
22.0;56.86;1.903;107.0;1716249735.77;2;1.1
20.0;-77.46;1.902;128.89;1716249771.53;2;3.0
21.0;-294.4;1.903;153.08;1716249804.29;2;3.0
22.0;55.84;1.905;450.15;1716249821.25;2;1.25
19.0;54.39;1.904;54.39;1716249835.6;2;1.01
22.0;-139.94;1.903;493.07;1716249859.25;2;1.94
24.0;84.42;1.903;84.42;1716249873.66;2;1.0
17.0;-146.1;1.902;103.78;1716249931.23;2;3.0
25.0;-233.35;1.903;153.57;1716249966.13;2;3.0
19.0;66.38;1.904;66.38;1716249981.05;2;1.02
22.0;60.87;1.903;60.87;1716249995.48;2;1.0
24.0;-38.66;1.902;58.84;1716250025.22;2;3.0
24.0;-29.79;1.903;146.21;1716250050.92;2;2.45
25.0;69.31;1.904;74.33;1716250066.38;2;1.06
21.0;-43.76;1.903;61.57;1716250098.63;2;3.0
20.0;-44.59;1.904;85.71;1716250134.44;2;3.0
23.0;-71.01;1.906;68.95;1716250180.96;2;3.0
24.0;80.15;1.907;80.15;1716250195.93;2;1.0
23.0;73.72;1.906;74.68;1716250210.85;2;1.02
20.0;75.23;1.905;77.09;1716250225.75;2;1.03
18.0;88.68;1.904;88.68;1716250240.67;2;1.0
24.0;70.77;1.903;76.07;1716250256.61;2;1.09
17.0;115.08;1.902;115.08;1716250272.49;2;1.09
19.0;124.26;1.901;176.1;1716250294.55;2;1.73
19.0;33.41;1.901;50.34;1716250313.0;2;1.43
18.0;42.06;1.9;42.06;1716250327.97;2;1.04
25.0;344.05;1.899;344.05;1716250342.92;2;1.02
16.0;9.86;1.898;26.69;1716250368.45;2;2.35
19.0;49.09;1.899;49.09;1716250383.37;2;1.05
20.0;58.28;1.898;59.17;1716250398.26;2;1.07
23.0;78.59;1.897;90.19;1716250413.78;2;1.09
21.0;81.34;1.896;81.34;1716250428.67;2;1.02
16.0;-37.12;1.895;60.42;1716250461.86;2;3.0
16.0;-10.07;1.896;61.57;1716250487.46;2;2.35
19.0;-23.15;1.897;58.68;1716250530.85;2;3.0
18.0;6.38;1.898;35.6;1716250554.38;2;1.98
19.0;44.1;1.898;49.04;1716250570.27;2;1.13
22.0;-417.94;1.897;265.59;1716250603.61;2;3.0
24.0;-75.82;1.899;87.82;1716250633.9;2;3.0
21.0;17.8;1.9;72.77;1716250653.94;2;1.55
23.0;142.66;1.899;144.53;1716250669.35;2;1.05
21.0;-18.86;1.899;70.44;1716250696.53;2;2.75
17.0;62.71;1.9;70.76;1716250711.41;2;1.08
22.0;359.36;1.899;359.36;1716250726.88;2;1.0
23.0;250.88;1.898;268.63;1716250746.9;2;1.52
17.0;-128.71;1.897;167.35;1716250784.16;2;3.0
19.0;64.86;1.898;77.85;1716250801.62;2;1.25
24.0;41.95;1.898;77.05;1716250817.06;2;1.14
22.0;125.79;1.897;125.79;1716250831.51;2;1.0
22.0;113.39;1.896;113.39;1716250846.91;2;1.01
25.0;363.45;1.895;378.06;1716250865.48;2;1.35
20.0;-299.75;1.894;362.74;1716250921.02;2;3.0
21.0;31.14;1.896;306.19;1716250935.9;2;1.04
22.0;-101.27;1.895;256.03;1716250957.98;2;1.82
24.0;74.38;1.895;89.25;1716250973.95;2;1.12
21.0;-2.15;1.894;97.44;1716250999.57;2;2.4
21.0;11.17;1.894;331.14;1716251019.59;2;1.51
25.0;95.09;1.894;150.11;1716251042.24;2;1.81
21.0;332.87;1.894;383.15;1716251060.73;2;1.37
21.0;-34.08;1.893;59.83;1716251090.92;2;3.0
25.0;-2.73;1.894;66.45;1716251119.73;2;2.97
22.0;388.54;1.896;388.54;1716251134.15;2;1.03
21.0;-535.84;1.895;169.39;1716251181.05;2;3.0
17.0;-34.05;1.896;64.94;1716251215.25;2;3.0
25.0;18.62;1.897;86.51;1716251239.45;2;2.14
24.0;69.12;1.897;69.12;1716251254.36;2;1.05
16.0;31.46;1.896;34.77;1716251268.75;2;1.03
23.0;35.8;1.895;66.06;1716251289.28;2;1.59
23.0;46.16;1.895;85.96;1716251307.83;2;1.39
23.0;-118.67;1.895;100.63;1716251348.8;2;3.0
21.0;-73.07;1.896;47.7;1716251392.2;2;3.0
23.0;-289.48;1.897;473.53;1716251422.93;2;3.0
24.0;158.52;1.898;175.0;1716251444.99;2;1.78
25.0;13.86;1.898;152.32;1716251466.06;2;1.63
20.0;33.85;1.898;33.85;1716251481.02;2;1.03
20.0;74.35;1.897;98.9;1716251498.98;2;1.32
24.0;5.06;1.896;45.05;1716251525.76;2;2.54
24.0;110.18;1.897;110.18;1716251540.19;2;1.05
21.0;51.6;1.896;72.65;1716251560.26;2;1.54
16.0;71.09;1.895;78.55;1716251579.73;2;1.49
24.0;-84.75;1.895;121.65;1716251613.52;2;3.0
19.0;64.63;1.896;82.67;1716251630.99;2;1.32
18.0;106.6;1.896;106.6;1716251646.35;2;1.07
19.0;319.03;1.895;319.78;1716251660.72;2;1.02
21.0;114.84;1.894;116.1;1716251676.14;2;1.06
24.0;-96.3;1.893;294.73;1716251712.02;2;3.0
24.0;55.72;1.894;115.79;1716251734.08;2;1.81
21.0;27.77;1.894;39.32;1716251753.13;2;1.41
17.0;47.96;1.893;47.96;1716251768.0;2;1.05
18.0;-60.43;1.893;140.72;1716251799.24;2;3.0
20.0;-121.81;1.894;652.19;1716251821.29;2;1.86
21.0;-171.48;1.894;79.64;1716251880.88;2;3.0
20.0;-52.45;1.895;37.26;1716251922.74;2;3.0
17.0;-59.7;1.896;67.2;1716251973.24;2;3.0
21.0;-131.66;1.897;160.92;1716251997.87;2;2.28
16.0;28.04;1.898;28.04;1716252013.29;2;1.05
23.0;15.67;1.897;81.93;1716252028.74;2;1.1
22.0;185.61;1.896;219.36;1716252046.31;2;1.22
