amount_of_players;round_result;MO;bank;real_x
21;-330.87;1.975;232.12;3.0
20;85.09;1.908;90.06;1.07
18;43.77;1.85;46.4;1.05
24;38.59;1.833;65.18;1.55
21;-54.5;1.906;43.91;3.0
25;-119.92;1.965;683.65;2.9
24;-98.56;2.022;256.66;3.0
22;-1885.18;2.074;871.21;3.0
26;887.4;2.025;888.81;1.15
16;14.25;2.005;120.14;1.57
18;432.65;1.959;432.65;1.0
23;63.49;1.922;70.08;1.08
22;45.99;1.892;58.31;1.25
22;-34.19;1.936;42.33;3.0
23;97.4;1.9;97.4;1.0
17;93.69;1.867;102.34;1.04
22;4.04;1.875;96.21;2.09
18;36.68;1.866;88.64;1.59
19;-45.69;1.903;72.52;3.0
22;146.97;1.906;228.33;2.01
20;73.29;1.878;73.29;1.04
22;41.02;1.852;41.02;1.02
20;68.67;1.835;77.16;1.3
16;-44.27;1.869;39.88;3.0
24;156.95;1.847;164.81;1.06
16;-110.78;1.878;54.0;3.0
17;92.15;1.855;92.15;1.0
17;117.18;1.833;117.18;1.0
18;51.18;1.815;52.01;1.15
21;201.81;1.805;455.58;1.42
20;31.71;1.805;134.63;1.8
21;107.37;1.807;127.43;1.87
18;-161.58;1.834;235.91;3.0
22;52.38;1.816;52.38;1.0
22;-39.01;1.822;88.09;2.13
23;77.51;1.811;84.91;1.34
25;51.79;1.8;57.64;1.3
18;19.33;1.796;35.47;1.57
21;79.15;1.78;79.15;1.0
17;47.27;1.765;47.27;1.0
25;188.56;1.754;190.73;1.21
22;-81.17;1.777;147.16;3.0
18;50.84;1.77;57.07;1.38
18;-10.04;1.793;30.84;3.0
17;2.52;1.789;39.7;1.59
22;23.17;1.788;57.82;1.67
20;65.17;1.774;83.92;1.03
24;89.22;1.763;93.06;1.06
21;-11.0;1.783;33.24;3.0
25;22.0;1.777;59.32;1.42
20;-37.27;1.794;66.13;2.79
23;137.83;1.783;137.83;1.05
23;381.26;1.786;422.85;1.96
20;-716.07;1.805;339.29;3.0
17;-124.86;1.823;113.64;3.0
20;-149.06;1.824;353.03;1.86
20;96.72;1.812;96.72;1.01
16;-38.55;1.829;65.68;3.0
18;114.41;1.819;171.6;1.12
19;23.88;1.832;55.99;2.82
16;-132.1;1.84;233.03;2.39
16;205.23;1.834;205.23;1.45
19;38.39;1.827;81.24;1.3
19;17.46;1.825;29.71;1.73
17;129.58;1.814;129.58;1.0
19;73.25;1.808;82.87;1.33
21;-45.08;1.823;58.49;3.0
17;110.16;1.813;110.16;1.03
22;-405.42;1.827;400.68;3.0
16;111.38;1.817;111.38;1.04
18;28.02;1.81;36.55;1.21
18;44.65;1.8;44.65;1.02
19;-51.58;1.814;97.69;2.99
23;45.18;1.806;67.75;1.09
25;335.15;1.798;335.15;1.07
16;199.29;1.789;199.29;1.03
20;170.7;1.78;171.93;1.04
19;-309.84;1.793;315.04;3.0
16;145.88;1.784;145.88;1.0
24;-288.61;1.798;149.16;3.0
20;138.12;1.789;138.12;1.0
18;-74.54;1.802;130.93;3.0
24;183.18;1.795;186.19;1.08
16;73.13;1.786;73.13;1.01
18;46.54;1.778;46.54;1.01
20;42.91;1.773;84.81;1.33
23;7.02;1.776;261.64;2.01
20;41.09;1.776;79.29;1.77
17;-30.35;1.788;39.24;3.0
24;106.07;1.79;144.85;1.97
23;-45.0;1.802;242.21;3.0
19;55.92;1.795;57.24;1.11
24;151.13;1.791;180.66;1.37
24;88.17;1.784;88.86;1.02
19;159.86;1.777;160.93;1.07
16;69.97;1.772;117.02;1.2
22;19.75;1.77;96.8;1.58
18;82.88;1.764;85.79;1.11
18;100.03;1.757;100.03;1.0
20;-42.89;1.754;491.01;1.36
22;137.32;1.748;141.48;1.05
18;260.39;1.743;272.8;1.24
21;-37.06;1.754;47.38;3.0
20;-76.39;1.765;227.8;3.0
19;-128.27;1.776;101.03;3.0
20;51.79;1.771;60.04;1.24
24;244.52;1.765;244.52;1.09
23;-60.43;1.776;114.02;3.0
16;-72.18;1.786;111.33;3.0
17;18.26;1.78;24.14;1.05
23;47.4;1.78;64.03;1.74
18;-73.07;1.789;72.36;3.0
22;91.19;1.786;107.3;1.45
17;-112.39;1.796;60.26;3.0
20;126.58;1.79;126.58;1.04
16;35.47;1.783;35.47;1.0
20;356.72;1.78;378.09;1.26
21;24.81;1.778;43.21;1.59
23;-17.83;1.778;59.83;1.77
17;-32.54;1.779;104.32;1.86
22;-124.47;1.789;150.94;3.0
22;91.6;1.785;153.37;1.26
21;-57.6;1.794;71.59;3.0
18;49.77;1.788;49.77;1.0
18;44.94;1.785;58.56;1.33
18;104.96;1.78;128.35;1.21
23;-34.26;1.78;357.28;1.76
21;3.23;1.786;36.53;2.55
20;38.91;1.788;80.58;2.15
19;50.63;1.782;50.63;1.03
19;116.4;1.777;116.4;1.0
19;-54.33;1.785;152.38;3.0
24;478.7;1.78;478.7;1.0
19;232.76;1.777;237.58;1.42
21;-438.6;1.786;165.83;3.0
22;587.98;1.782;597.33;1.3
18;41.18;1.78;51.08;1.45
21;74.6;1.781;127.07;1.95
21;-7.56;1.78;85.27;1.72
18;97.03;1.775;98.08;1.02
20;32.02;1.77;32.02;1.0
22;212.33;1.767;222.05;1.31
18;50.18;1.762;50.18;1.0
23;102.53;1.757;121.31;1.06
23;-204.25;2.9;311.48;2.86
22;-211.82;2.95;306.35;3.0
22;155.87;2.467;321.44;1.5
21;-58.58;3.0;125.65;3.0
23;64.45;2.0;65.27;1.04
25;105.57;1.7;111.65;1.08
25;219.53;1.575;227.08;1.21
22;-574.12;1.86;241.78;3.0
23;21.18;1.883;61.64;1.98
22;-189.82;2.043;298.61;3.0
24;77.39;1.925;77.39;1.06
20;-218.13;2.044;117.57;3.0
21;-95.49;2.14;82.0;3.0
22;37.99;2.064;419.56;1.26
19;25.05;1.992;39.35;1.17
21;-103.19;2.0;164.33;2.09
25;169.47;1.929;169.47;1.03
21;120.26;1.873;127.04;1.05
25;104.87;1.825;104.87;1.05
21;21.66;1.894;292.46;3.0
21;-61.11;1.956;109.06;3.0
21;229.47;1.911;229.47;1.08
23;-642.17;1.965;45.65;3.0
24;75.26;1.933;90.2;1.32
23;31.7;1.927;54.57;1.82
25;-111.01;1.974;173.04;3.0
20;22.49;2.008;87.04;2.84
23;-92.22;1.996;250.02;1.69
21;67.19;1.958;67.19;1.02
23;-8.13;1.97;134.44;2.33
24;76.47;1.936;76.47;1.0
25;225.73;1.938;272.61;2.03
21;100.3;1.91;103.69;1.15
22;101.88;1.881;101.88;1.0
23;-9.99;1.881;212.81;1.91
22;217.79;1.855;217.79;1.02
23;20.7;1.85;77.65;1.71
23;65.87;1.831;441.93;1.18
23;-80.63;1.864;115.11;3.0
25;228.37;1.846;267.19;1.18
23;48.08;1.845;60.57;1.79
24;-233.79;1.874;164.59;3.0
22;18.35;1.865;63.32;1.48
24;420.57;1.844;421.23;1.04
25;109.27;1.824;109.27;1.04
25;60.29;1.819;92.7;1.6
23;-338.79;1.845;346.06;3.0
21;22.31;1.836;53.01;1.35
21;-21.79;1.852;59.28;2.64
21;-82.92;1.877;89.16;3.0
23;148.76;1.863;246.93;1.21
24;-52.75;1.886;55.46;3.0
22;113.37;1.87;113.37;1.05
18;-199.93;1.892;259.55;3.0
21;88.21;1.877;114.01;1.06
24;21.64;1.898;211.09;3.0
22;23.3;1.913;130.46;2.66
22;-128.58;1.933;89.49;3.0
24;419.46;1.925;431.97;1.48
22;100.76;1.909;100.76;1.0
24;343.59;1.893;343.59;1.0
23;-19.54;1.912;62.3;3.0
21;-115.26;1.922;216.8;2.45
23;182.6;1.908;187.88;1.05
22;-18.36;1.924;109.22;2.9
20;-519.71;1.941;276.39;3.0
22;39.91;1.927;39.91;1.0
24;112.28;1.923;185.2;1.66
23;110.92;1.909;110.92;1.0
21;-32.37;1.919;57.29;2.64
24;370.03;1.907;372.8;1.1
24;164.5;1.906;240.77;1.77
24;65.47;1.897;73.9;1.28
24;-73.5;1.913;72.82;3.0
22;61.43;1.901;73.31;1.1
23;138.47;1.89;501.2;1.08
23;-20.28;1.903;96.53;2.81
22;-193.58;1.917;122.69;3.0
21;40.12;1.905;40.12;1.0
23;29.15;1.914;94.31;2.61
22;48.91;1.91;120.17;1.62
21;-143.63;1.905;330.64;1.5
21;-53.77;1.919;49.39;3.0
21;-44.3;1.932;65.35;3.0
21;110.83;1.921;120.24;1.04
21;208.73;1.91;208.73;1.03
23;11.52;1.905;592.31;1.52
21;59.1;1.894;59.1;1.0
25;306.23;1.885;310.2;1.07
22;8.98;1.882;70.53;1.59
25;111.1;1.872;111.81;1.04
24;-62.4;1.884;216.89;3.0
21;-63.4;1.897;63.34;3.0
23;41.54;1.892;55.41;1.54
21;-274.83;1.904;296.85;3.0
25;64.11;1.895;64.11;1.02
21;65.31;1.885;67.06;1.03
23;115.47;1.876;115.47;1.04
22;65.6;1.873;108.86;1.6
21;318.65;1.864;320.48;1.04
22;-58.27;1.864;232.67;1.9
24;59.75;1.856;59.75;1.01
23;340.44;1.854;397.3;1.73
23;49.55;1.846;49.55;1.0
22;-182.56;1.857;85.88;3.0
25;-265.17;1.868;176.05;3.0
25;-107.83;1.879;133.82;3.0
21;25.85;1.887;49.37;2.72
23;-99.88;1.89;454.95;2.24
25;-5.88;1.891;121.57;1.99
23;39.83;1.883;45.0;1.05
21;50.4;1.879;62.91;1.42
21;78.16;1.875;80.42;1.42
24;63.5;1.877;163.89;2.18
25;90.22;1.87;90.22;1.02
24;38.28;1.863;54.1;1.15
18;-75.32;1.873;93.89;3.0
24;97.86;1.866;99.06;1.05
23;69.17;1.876;390.34;2.97
23;60.52;1.874;64.38;1.66
22;53.0;1.869;74.37;1.17
23;37.77;1.866;95.2;1.65
23;160.14;1.86;161.91;1.05
26;-35.05;1.869;67.58;3.0
22;-135.8;1.879;90.24;3.0
24;137.11;1.872;137.11;1.0
22;41.64;1.865;41.64;1.0
24;197.04;1.858;197.04;1.0
23;88.35;1.851;88.35;1.02
24;104.45;1.844;104.45;1.04
24;36.28;1.843;73.08;1.72
22;20.66;1.841;33.7;1.59
22;103.83;1.835;109.99;1.07
24;53.92;1.835;81.48;1.79
23;-68.36;1.844;51.42;3.0
23;446.85;1.838;450.56;1.04
24;-21.99;1.84;94.09;2.21
21;92.53;1.834;94.14;1.04
24;52.2;1.828;52.2;1.0
23;282.55;1.822;282.55;1.02
21;115.84;1.826;231.57;2.35
21;306.96;1.822;321.41;1.26
22;165.09;1.816;165.09;1.04
24;65.46;1.815;173.67;1.58
24;-89.4;1.823;191.63;3.0
22;15.22;1.831;89.33;3.0
23;125.37;1.826;125.37;1.0
24;-2.35;1.83;46.01;2.38
25;-84.01;1.838;265.86;3.0
22;405.56;1.832;405.56;1.0
24;25.39;1.827;214.07;1.1
26;113.29;1.821;113.29;1.02
25;7.74;1.825;58.46;2.42
23;283.17;1.827;313.25;2.08
25;-79.32;1.835;89.92;3.0
23;5.54;1.836;47.48;2.02
20;103.3;1.831;103.3;1.0
24;41.0;1.826;48.16;1.08
22;14.06;1.829;112.16;2.26
24;-124.77;1.836;81.83;3.0
24;80.96;1.831;80.96;1.0
21;36.26;1.829;42.19;1.53
23;151.53;1.825;158.39;1.19
22;361.4;1.82;361.4;1.02
21;71.09;1.815;71.09;1.0
24;-25.07;1.822;429.14;3.0
21;35.66;1.818;41.74;1.1
22;-298.09;1.825;402.6;3.0
24;0.95;1.832;86.69;3.0
26;-0.77;1.837;84.68;2.69
23;33.21;1.834;53.9;1.3
25;30.0;1.835;100.22;1.96
23;73.61;1.831;79.01;1.05
17;-127.52;1.837;68.86;3.0
18;-52.9;1.844;99.88;3.0
22;76.67;1.847;120.88;2.37
21;-4.38;1.848;96.03;1.86
20;35.82;1.843;35.82;1.0
18;41.76;1.839;43.36;1.09
17;109.12;1.835;109.81;1.18
23;-35.74;1.842;62.45;3.0
23;114.71;1.837;114.71;1.0
18;28.07;1.833;73.12;1.1
17;52.64;1.828;52.64;1.0
23;-9.36;1.832;60.37;2.55
22;70.49;1.827;70.49;1.01
25;61.63;1.828;81.43;1.93
23;-13.58;1.83;109.25;2.25
24;42.47;1.827;63.73;1.4
17;-24.6;1.834;27.94;3.0
21;74.36;1.829;74.36;1.0
23;109.19;1.825;109.19;1.05
17;4.95;1.825;60.8;1.8
25;162.75;1.828;290.19;2.44
18;43.85;1.824;46.5;1.08
24;278.85;1.82;278.85;1.04
23;-128.73;1.826;195.31;3.0
16;17.01;1.825;61.82;1.52
25;504.03;1.82;504.03;1.0
23;93.52;1.816;93.52;1.03
17;2.8;1.818;54.05;2.23
17;38.77;1.815;54.79;1.13
24;36.88;1.813;108.48;1.44
22;74.6;1.808;74.6;1.0
24;-69.84;1.814;63.41;3.0
16;-12.63;1.82;51.73;3.0
25;104.47;1.817;115.32;1.22
23;159.74;1.814;160.86;1.05
18;397.82;1.811;407.04;1.18
20;50.16;1.809;74.27;1.41
24;227.13;1.808;274.75;1.67
17;373.22;1.804;373.22;1.01
18;18.09;1.801;35.88;1.23
21;37.86;1.799;47.63;1.21
22;252.07;1.796;280.83;1.2
24;-67.39;1.798;193.88;2.16
24;-48.05;1.8;260.03;2.42
24;-79.92;1.806;49.72;3.0
25;224.36;1.802;224.36;1.02
17;256.26;1.801;280.63;1.59
20;17.61;1.801;89.12;1.77
17;-92.5;1.807;115.14;3.0
22;273.53;1.803;273.53;1.04
24;-54.65;1.809;144.87;3.0
19;456.17;1.807;538.74;1.35
21;32.82;1.804;58.15;1.15
21;-52.34;1.809;58.9;3.0
22;36.98;1.81;74.43;2.14
18;269.02;1.807;269.02;1.09
20;-58.24;1.812;52.09;3.0
19;-502.77;1.818;147.56;3.0
20;50.45;1.814;51.42;1.04
23;-44.93;1.819;73.33;3.0
16;10.55;1.818;78.02;1.51
22;108.24;1.814;108.24;1.02
18;65.78;1.811;65.78;1.0
17;411.8;1.808;415.74;1.07
25;-24.16;1.813;81.35;3.0
22;360.65;1.809;360.65;1.0
21;294.07;1.806;300.32;1.1
16;15.74;1.81;111.31;2.58
18;60.59;1.807;61.87;1.05
25;32.7;1.812;104.63;3.0
20;32.97;1.81;55.68;1.37
22;87.54;1.815;202.75;3.0
16;11.63;1.815;24.39;1.88
24;32.06;1.814;170.62;1.35
23;102.49;1.811;103.25;1.08
19;42.94;1.808;51.54;1.09
22;119.73;1.808;163.62;1.92
22;-25.88;1.813;102.82;3.0
25;62.79;1.81;75.67;1.11
24;240.31;1.807;241.11;1.03
22;-25.94;1.812;36.82;3.0
18;36.23;1.812;58.76;1.99
23;-511.34;1.817;229.2;3.0
19;98.92;1.815;101.81;1.36
22;-3.33;1.818;42.97;2.44
17;46.91;1.814;46.91;1.0
16;-29.58;1.819;47.56;3.0
22;57.88;1.816;57.88;1.0
16;39.45;1.813;39.45;1.0
23;51.94;1.81;51.94;1.01
18;189.51;1.807;189.51;1.0
26;29.4;1.808;100.9;2.1
17;139.13;1.806;156.77;1.43
23;-183.47;1.811;92.37;3.0
22;47.72;1.809;54.03;1.46
19;505.37;1.809;553.18;1.8
19;-178.95;1.814;91.04;3.0
22;205.29;1.811;273.28;1.03
21;-11.0;1.815;56.67;3.0
24;28.49;1.815;68.97;1.74
19;17.06;1.815;37.58;1.8
23;-57.68;1.819;81.96;3.0
16;25.73;1.816;27.78;1.07
24;40.91;1.82;69.8;2.88
20;55.9;1.82;74.77;1.58
20;-149.74;1.824;100.77;3.0
23;57.93;1.821;68.95;1.08
21;92.46;1.819;182.77;1.25
23;24.65;1.823;141.59;3.0
20;59.81;1.821;59.81;1.06
22;123.0;1.818;135.23;1.1
16;275.13;1.815;275.13;1.02
16;40.55;1.812;51.53;1.04
22;-2.61;1.814;158.33;2.44
24;259.49;1.812;259.49;1.0
24;-77.57;1.816;100.05;3.0
24;189.98;1.813;189.98;1.04
23;-645.32;1.817;592.41;3.0
23;197.18;1.814;197.18;1.0
18;107.04;1.812;117.89;1.11
18;93.5;1.809;93.5;1.0
18;51.75;1.806;52.76;1.04
22;117.77;1.804;131.86;1.32
25;64.87;1.803;69.54;1.41
16;145.57;1.806;202.71;2.84
22;90.07;1.804;95.62;1.09
19;-36.55;1.808;59.84;3.0
25;46.5;1.806;49.34;1.3
16;-12.98;1.81;33.23;3.0
20;-162.18;1.814;306.69;3.0
22;-95.95;1.818;50.08;3.0
18;40.79;1.817;54.82;1.45
20;-79.2;1.821;111.45;3.0
21;84.71;1.818;84.71;1.02
23;-82.98;1.82;153.92;2.43
21;-13.58;1.824;79.92;3.0
23;130.05;1.823;172.1;1.51
18;211.94;1.82;211.94;1.0
19;315.18;1.817;315.18;1.0
19;29.33;1.817;54.72;1.59
22;74.48;1.814;74.48;1.0
19;91.19;1.812;91.19;1.02
25;286.92;1.809;286.92;1.0
22;200.75;1.807;209.36;1.2
22;52.35;1.806;66.38;1.52
21;113.24;1.805;332.47;1.57
19;-82.79;1.809;77.6;3.0
21;130.92;1.807;131.85;1.03
20;46.68;1.805;74.1;1.41
19;-50.91;1.809;49.22;3.0
24;140.21;1.807;140.21;1.09
20;70.14;1.804;421.7;1.04
20;15.55;1.808;64.63;3.0
19;59.51;1.806;59.51;1.14
20;-0.67;1.809;56.58;2.66
21;-23.64;1.812;64.29;3.0
17;58.35;1.813;97.77;1.87
25;39.77;1.811;62.13;1.44
20;-403.33;1.815;479.06;3.0
24;62.87;1.812;62.87;1.0
18;2.39;1.813;38.01;2.04
19;339.29;1.812;346.53;1.43
22;-80.26;1.815;88.96;3.0
22;-21.28;1.819;112.32;3.0
20;213.71;1.817;230.41;1.13
21;124.98;1.814;124.98;1.0
17;94.47;1.812;94.47;1.0
16;49.21;1.81;97.25;1.32
23;17.47;1.809;38.04;1.45
23;-393.87;1.813;134.66;3.0
24;164.66;1.812;298.57;1.74
21;-32.03;1.813;86.21;2.13
22;48.43;1.811;55.15;1.09
22;47.19;1.809;48.0;1.04
21;365.85;1.807;391.34;1.13
17;-194.06;1.81;206.5;3.0
21;-120.16;1.814;189.26;3.0
23;43.19;1.811;45.04;1.06
23;-171.52;1.815;295.8;3.0
22;64.79;1.813;68.13;1.04
23;98.76;1.81;98.76;1.02
24;-482.5;1.814;154.99;3.0
22;-74.84;1.817;59.14;3.0
18;48.47;1.815;71.19;1.09
24;-58.51;1.818;238.11;3.0
22;54.03;1.816;54.03;1.0
23;-25.54;1.819;72.54;2.79
19;-10.49;1.822;56.96;2.79
20;119.63;1.819;119.63;1.0
21;105.2;1.817;105.2;1.08
20;-55.13;1.82;44.05;3.0
21;10.27;1.822;67.7;2.29
22;61.35;1.821;112.31;1.66
16;-131.57;1.825;350.22;3.0
21;-43.11;1.828;42.58;3.0
17;39.24;1.826;40.11;1.03
22;65.2;1.824;256.84;1.27
23;188.85;1.823;198.35;1.43
17;8.32;1.824;87.5;2.24
23;75.92;1.822;75.92;1.01
23;114.67;1.821;117.44;1.37
23;-74.01;1.824;108.21;3.0
20;55.72;1.822;65.18;1.21
24;-61.48;1.825;79.11;3.0
21;18.72;1.825;44.19;1.75
19;-90.57;1.828;110.96;3.0
24;59.63;1.827;67.56;1.09
19;154.77;1.825;168.18;1.38
20;82.13;1.823;86.22;1.12
18;44.89;1.822;70.48;1.26
16;143.33;1.82;143.33;1.05
19;48.71;1.823;124.2;3.0
18;15.96;1.824;81.89;2.07
19;39.15;1.822;40.4;1.05
20;57.43;1.821;202.3;1.34
22;-37.81;1.824;63.69;3.0
16;-50.97;1.827;54.72;3.0
22;153.83;1.825;153.83;1.03
21;-58.91;1.828;65.69;3.0
17;111.97;1.827;113.03;1.37
24;194.76;1.825;194.76;1.0
17;-90.56;1.828;56.52;3.0
25;120.57;1.826;131.9;1.19
17;34.57;1.824;38.53;1.04
24;72.59;1.822;72.59;1.07
17;-5.76;1.824;40.86;2.63
16;36.12;1.823;39.04;1.33
21;135.38;1.821;170.48;1.19
26;50.68;1.823;123.45;2.53
20;257.07;1.821;257.07;1.04
18;60.98;1.82;84.43;1.38
23;80.57;1.818;111.56;1.13
16;15.15;1.819;24.47;2.12
18;62.11;1.817;62.11;1.0
19;57.81;1.815;57.81;1.0
23;144.25;1.817;251.7;2.65
23;45.83;1.815;56.32;1.22
16;111.97;1.813;111.97;1.0
17;-8.02;1.816;69.78;3.0
20;-33.79;1.819;44.65;3.0
20;-94.41;1.821;193.03;2.58
20;65.34;1.82;77.11;1.46
18;-115.06;1.823;173.43;3.0
21;-64.51;1.826;115.29;3.0
16;43.52;1.824;53.21;1.31
22;71.47;1.822;71.47;1.0
17;70.67;1.82;70.67;1.02
18;-488.6;1.823;273.52;3.0
20;43.64;1.821;45.59;1.13
16;-40.2;1.824;63.65;3.0
19;-2.25;1.826;42.44;2.39
21;-15.27;1.827;55.99;2.6
23;-120.27;1.83;257.12;3.0
21;475.86;1.828;475.86;1.01
22;69.72;1.831;131.83;2.84
18;-38.84;1.833;32.46;3.0
21;332.64;1.832;341.36;1.19
21;66.52;1.83;66.52;1.03
17;14.79;1.828;41.96;1.21
19;154.88;1.827;154.88;1.0
18;-2.69;1.829;45.0;3.0
17;88.42;1.828;89.14;1.05
21;-48.69;1.83;51.28;3.0
19;121.6;1.828;121.6;1.03
21;40.83;1.827;59.33;1.25
16;58.5;1.825;58.5;1.04
17;43.1;1.823;43.1;1.0
16;16.13;1.822;44.11;1.52
21;82.44;1.821;89.58;1.13
23;286.45;1.823;417.9;3.0
20;-222.5;1.826;132.22;3.0
17;62.45;1.824;72.77;1.1
19;-16.38;1.827;46.12;3.0
16;434.41;1.825;434.41;1.05
19;84.57;1.826;351.13;1.88
16;-16.98;1.828;66.76;3.0
19;-62.38;1.828;226.38;1.78
18;39.7;1.827;50.83;1.28
22;-113.8;1.83;269.96;3.0
20;62.07;1.828;62.07;1.08
24;6.76;1.829;75.54;2.48
23;-59.53;1.832;64.13;3.0
25;-113.09;1.835;82.11;3.0
21;97.25;1.835;206.42;1.89
18;-39.24;1.837;49.19;3.0
17;15.27;1.836;84.47;1.42
25;98.92;1.835;109.04;1.03
21;68.77;1.833;68.77;1.05
18;33.73;1.832;53.34;1.33
25;535.04;1.83;535.04;1.0
26;54.62;1.83;98.19;1.72
21;69.44;1.829;81.32;1.35
21;9.67;1.829;69.06;1.96
26;226.62;1.827;227.36;1.04
23;201.49;1.826;215.87;1.18
19;23.75;1.825;36.18;1.36
21;77.61;1.824;84.46;1.08
26;36.16;1.822;99.5;1.15
22;4.36;1.824;63.99;2.56
23;101.7;1.822;102.28;1.02
22;119.73;1.82;120.44;1.03
22;141.64;1.819;143.1;1.09
23;103.69;1.817;103.69;1.0
17;50.43;1.815;50.43;1.0
25;-76.93;1.818;105.59;3.0
16;-215.57;1.82;111.52;3.0
17;382.07;1.819;393.42;1.2
24;30.78;1.819;118.25;1.67
25;182.34;1.818;242.86;1.46
21;20.01;1.817;42.25;1.2
22;180.57;1.816;185.23;1.54
16;37.94;1.815;55.04;1.14
18;250.88;1.813;251.61;1.02
20;-62.87;1.815;62.49;3.0
22;-143.91;1.818;58.97;3.0
20;40.65;1.818;57.09;1.79
23;66.63;1.817;186.7;1.65
21;93.24;1.816;93.24;1.03
17;24.97;1.814;24.97;1.03
19;89.35;1.812;89.35;1.03
17;-32.89;1.815;28.42;3.0
20;193.51;1.814;219.19;1.35
22;35.66;1.812;37.6;1.01
17;205.79;1.811;205.79;1.01
25;95.74;1.809;101.82;1.06
21;72.06;1.808;97.42;1.4
17;-36.67;1.811;33.72;3.0
17;44.04;1.811;64.43;1.77
18;-171.75;1.813;70.16;3.0
17;47.11;1.811;47.11;1.01
23;-641.23;1.814;348.9;3.0
21;-44.2;1.816;146.36;3.0
24;-246.07;1.818;286.03;3.0
22;-364.35;1.819;432.21;2.19
16;29.77;1.819;50.48;1.85
24;23.22;1.818;71.4;1.16
16;-12.12;1.821;48.13;3.0
21;36.71;1.82;78.7;1.73
21;25.17;1.82;35.03;1.48
22;86.48;1.818;86.48;1.03
24;117.44;1.817;119.75;1.09
21;98.04;1.817;217.26;1.86
20;208.44;1.815;208.44;1.0
24;-99.27;1.818;195.03;3.0
19;-10.96;1.818;33.82;2.0
23;254.49;1.816;260.37;1.05
17;-55.85;1.819;43.41;3.0
19;106.18;1.817;106.18;1.02
24;38.15;1.819;399.04;2.94
21;-464.27;1.822;150.87;3.0
23;12.74;1.821;84.54;1.56
24;285.89;1.82;285.89;1.04
25;109.74;1.818;109.74;1.0
16;18.53;1.817;49.41;1.46
24;-5.08;1.82;65.66;3.0
23;9.03;1.819;159.62;1.26
19;-60.16;1.818;149.67;1.72
17;-96.27;1.821;57.43;3.0
25;161.92;1.82;203.85;1.52
18;44.89;1.819;52.26;1.06
19;18.84;1.819;129.88;2.12
16;-138.44;1.821;117.52;3.0
19;-9.22;1.823;69.97;2.59
22;243.14;1.821;327.45;1.04
22;25.38;1.821;46.56;1.42
18;519.03;1.819;520.07;1.06
18;-19.89;1.821;62.88;2.71
22;-55.23;1.823;57.06;3.0
19;339.96;1.822;339.96;1.01
17;105.38;1.82;105.38;1.05
25;229.26;1.819;232.03;1.03
20;102.57;1.819;150.45;2.03
24;137.68;1.819;149.34;1.68
24;22.49;1.819;184.79;1.85
17;42.87;1.818;48.27;1.3
17;53.09;1.816;53.09;1.0
17;93.4;1.815;93.4;1.12
17;-418.29;1.817;301.75;3.0
18;43.13;1.818;73.71;2.32
22;-135.65;1.82;143.87;3.0
20;31.58;1.819;104.74;1.16
19;4.65;1.819;43.21;1.77
23;-10.61;1.82;110.98;2.13
19;54.29;1.818;54.29;1.06
20;8.8;1.818;73.31;1.74
22;-78.22;1.82;258.91;2.97
20;58.63;1.819;60.1;1.15
18;-36.46;1.821;89.37;3.0
22;62.94;1.82;62.94;1.02
16;54.55;1.818;54.55;1.02
22;-28.16;1.82;102.43;3.0
20;48.37;1.819;48.37;1.03
17;33.17;1.818;42.56;1.63
22;195.88;1.819;263.88;2.04
21;35.4;1.817;56.72;1.02
21;100.58;1.816;100.58;1.07
21;16.71;1.817;40.22;2.63
21;98.37;1.816;106.98;1.14
18;-23.62;1.818;33.39;3.0
23;142.74;1.817;288.71;1.21
24;105.01;1.816;105.01;1.01
17;-63.08;1.818;87.56;3.0
21;206.75;1.818;217.16;1.71
23;-85.85;1.82;104.38;2.98
21;-53.09;1.822;96.92;3.0
18;62.84;1.82;68.56;1.11
21;-42.81;1.821;100.46;2.27
20;55.78;1.82;55.78;1.0
23;-225.67;1.822;70.73;3.0
17;-10.87;1.823;45.74;2.56
19;-1856.8;1.825;362.21;3.0
20;31.83;1.824;36.4;1.02
21;-133.84;1.826;192.29;3.0
21;27.04;1.826;60.12;1.64
24;105.69;1.824;105.69;1.01
24;36.49;1.823;47.56;1.21
20;133.89;1.822;133.89;1.02
24;191.23;1.821;269.63;1.29
18;38.33;1.82;47.09;1.18
17;-123.13;1.822;449.89;3.0
18;215.31;1.821;220.03;1.55
18;62.76;1.821;123.42;1.67
22;35.51;1.82;36.45;1.04
25;169.49;1.819;173.98;1.12
19;-7.96;1.819;50.96;2.0
23;135.01;1.818;156.08;1.1
16;8.03;1.819;47.58;2.69
24;79.46;1.818;90.38;1.07
21;4.33;1.82;56.32;3.0
22;-186.21;1.822;414.4;3.0
17;54.88;1.821;54.88;1.05
22;110.39;1.821;165.76;2.05
22;-91.48;1.823;267.41;3.0
16;9.2;1.822;108.3;1.16
19;-65.72;1.822;299.72;2.23
23;88.53;1.821;89.41;1.09
24;-172.75;1.823;165.15;3.0
24;-56.09;1.825;48.11;3.0
17;-34.58;1.827;43.73;3.0
21;292.23;1.827;342.07;1.74
23;-6.91;1.826;244.49;1.11
18;5.48;1.825;105.2;1.52
20;-71.71;1.827;61.41;3.0
16;36.58;1.826;37.6;1.06
22;349.73;1.825;350.47;1.09
16;-983.8;1.827;77.28;3.0
